Feature,Counts,ImportanceScore,Rank
appearance-faecal-score,30,0.18,1.0
normal-stomach-logical,30,0.03,2.0
fluid-swim_bladder-logical,18,0.01,3.0
abnormal_fluid-swim_bladder-logical,30,0.01,3.0
visceral_fat-viscera-score,30,0.01,3.0
fluid-swim_bladder-percentage,29,0.01,3.0
skin_issues-skin-logical,4,0.01,3.0
temperature_celsius,1,0.01,3.0
general_health-gonad-index,2,0.01,3.0
deformity-spine-logical,2,0.01,3.0
general_health-heart-index,28,0.01,3.0
general_health-liver-index,11,0.01,3.0
lks-spine-score,2,0.01,3.0
other-spine-score,0,0.0,4.0
fluid-swim_bladder-mL,0,0.0,4.0
left_damage-eye-score,0,0.0,4.0
normal-kidney-logical,0,0.0,4.0
right_damage-eye-score,0,0.0,4.0
split-fin-logical,0,0.0,4.0
dorsal_deformed-fin-logical,0,0.0,4.0
damage-tail-logical,0,0.0,4.0
abnormally_wide-stomach-logical,0,0.0,4.0
satiation_ration,0,0.0,4.0
